Defect ID,Summary,Module,Severity,Priority,Status,Logged Date,Closed Date,Root Cause,Type
D0558,Practice must any may try.,Finance,Critical,P2,In Progress,2025-04-04,,Performance,UI
D0559,Choice necessary stop way chair suggest.,Inventory,Critical,P1,In Progress,2025-01-25,,Configuration,Technical
D0560,Space small agent feeling six court debate house.,HR,Medium,P1,Closed,2025-02-13,2025-03-26,Data Conversion,UI
D0561,Listen save which price away stay go.,Sales,High,P2,In Progress,2025-02-07,,UI Gap,UI
D0562,Paper trial market energy like six get.,Accounts Receivable,Critical,P1,Closed,2025-01-18,2025-01-22,Performance,Functional
D0563,War mother add all.,Procurement,High,P2,In Progress,2025-03-08,,Performance,Functional
D0564,Option finally soldier read.,Inventory,High,P2,Closed,2025-03-20,2025-03-25,Security,Data
D0565,Friend player leg four program officer security.,Procurement,Low,P3,Closed,2025-04-11,2025-04-11,Configuration,Functional
D0566,Choice explain population perhaps.,Procurement,High,P1,Closed,2025-03-10,2025-03-23,Data Conversion,Data
D0567,Whether raise visit lead my.,Finance,Low,P1,Closed,2025-03-28,2025-04-07,Data Conversion,UI
D0568,Approach strong tell attorney understand southern customer.,Inventory,Critical,P1,Open,2025-02-22,,UI Gap,Data
D0569,Agree since practice responsibility.,HR,Medium,P2,Open,2025-04-04,,Configuration,Technical
D0570,Across land recognize avoid job defense.,Procurement,Low,P3,In Progress,2025-04-12,,Performance,Data
D0571,Tax both television rise.,Accounts Payable,Critical,P2,In Progress,2025-02-21,,Configuration,Technical
D0572,Exactly artist hold common.,Sales,Medium,P1,Closed,2025-03-25,2025-04-01,Data Conversion,Technical
D0573,Space increase look situation big yard.,HR,High,P2,Open,2025-04-04,,Integration,Technical
D0574,Feel apply chance group never.,Procurement,Low,P3,In Progress,2025-03-17,,Performance,Technical
D0575,All table style director.,HR,Medium,P2,Open,2025-03-25,,Integration,Data
D0576,Brother friend thing less industry record part.,Sales,Critical,P2,Open,2025-02-27,,Data Conversion,Data
D0577,From full including down themselves yeah.,Finance,Medium,P3,In Progress,2025-02-09,,Data Conversion,Technical
D0578,Until turn thought list young.,Accounts Payable,High,P2,Open,2025-01-25,,Configuration,UI
D0579,Practice where century Mr.,Accounts Payable,Low,P1,In Progress,2025-02-15,,Integration,Data
D0580,Conference guy writer development.,Procurement,Critical,P3,Closed,2025-01-26,2025-04-09,Performance,Technical
D0581,Air choose want tree that.,Accounts Payable,Low,P1,In Progress,2025-04-02,,Security,Technical
D0582,Price drug serve various one short why.,Finance,Medium,P2,Open,2025-02-11,,Configuration,UI
D0583,Unit want clearly such church under Mrs.,Accounts Receivable,Medium,P2,Reopened,2025-03-13,,Integration,Functional
D0584,Piece home part down.,Sales,Medium,P1,Open,2025-02-17,,Security,Technical
D0585,Necessary sell mouth main feeling.,Finance,Medium,P3,In Progress,2025-03-14,,UI Gap,Data
D0586,Young care international you piece anyone financial.,Inventory,Low,P3,Reopened,2025-04-09,,UI Gap,Functional
D0587,Various throughout purpose benefit.,Sales,Low,P1,Open,2025-03-08,,Integration,Data
D0588,Source tax place civil from collection production.,Finance,High,P1,Open,2025-03-07,,Data Conversion,UI
D0589,Lawyer enough cut left toward good experience.,Accounts Payable,Low,P3,Closed,2025-03-10,2025-04-15,Integration,Data
D0590,Real idea describe whole recent kid go.,HR,Critical,P2,Reopened,2025-02-16,,Configuration,UI
D0591,Final you popular low news.,Sales,Low,P1,In Progress,2025-02-25,,UI Gap,Technical
D0592,Green cause agree hospital its shoulder.,Finance,Medium,P2,Reopened,2025-02-27,,Data Conversion,UI
D0593,Smile stop message technology couple question.,Procurement,Low,P1,In Progress,2025-02-16,,Configuration,Technical
D0594,Try big hard field operation third.,HR,Medium,P2,Reopened,2025-04-03,,Configuration,Data
D0595,Discussion him play.,Procurement,High,P2,In Progress,2025-02-13,,Data Conversion,Functional
D0596,Others apply dog task exist factor.,Accounts Receivable,Critical,P3,Reopened,2025-04-15,,Data Conversion,UI
D0597,Leader finally step least image build.,HR,Medium,P3,Open,2025-02-18,,Security,Technical
D0598,Reduce sometimes future and.,HR,Critical,P1,Closed,2025-03-07,2025-04-06,Security,UI
D0599,Market produce still sell assume growth top.,HR,Medium,P2,Open,2025-04-13,,Integration,Functional
D0600,Job lot generation likely whose through.,Accounts Payable,Low,P2,In Progress,2025-02-19,,UI Gap,Functional
D0601,Believe quickly spend building various social.,Finance,Medium,P3,Open,2025-02-24,,Data Conversion,UI
D0602,Interview fly morning which.,Sales,Low,P2,Reopened,2025-03-18,,Security,Data
D0603,Attack good drug identify he action adult.,Accounts Receivable,Medium,P3,Closed,2025-03-10,2025-03-14,UI Gap,Technical
D0604,Fish wish be learn answer live.,Inventory,Low,P3,Open,2025-02-02,,Performance,UI
D0605,Live perhaps usually eat big indicate.,Accounts Payable,Critical,P1,Closed,2025-01-28,2025-03-07,Security,Functional
D0606,But less election through three understand may.,Accounts Receivable,Medium,P3,Reopened,2025-02-27,,Security,UI
D0607,Along writer green something sort.,HR,High,P2,Closed,2025-01-27,2025-03-28,Performance,Technical
D0608,First senior spend imagine talk director.,Inventory,Critical,P1,In Progress,2025-02-23,,Configuration,Technical
D0609,Today north score participant raise police.,Sales,Low,P3,In Progress,2025-02-26,,Integration,Technical
D0610,Out law rich suffer task experience.,Accounts Receivable,High,P1,Reopened,2025-02-05,,UI Gap,Technical
D0611,Than your situation season scientist.,Procurement,Low,P1,In Progress,2025-02-25,,Data Conversion,UI
D0612,Focus view identify raise.,Procurement,Critical,P2,Reopened,2025-03-27,,Data Conversion,Functional
D0613,Executive example data.,Sales,Critical,P1,Closed,2025-03-15,2025-03-19,Performance,Data
D0614,Oil tell resource appear sometimes throw of.,Finance,Medium,P2,In Progress,2025-03-25,,Integration,Data
D0615,Soon available laugh blue themselves west analysis.,Finance,Low,P1,Reopened,2025-02-21,,UI Gap,Functional
D0616,Month keep she wall happen this happy.,Sales,Low,P1,Open,2025-02-06,,Data Conversion,UI
D0617,Use crime rate some.,Sales,High,P2,Closed,2025-04-11,2025-04-14,UI Gap,Technical
D0618,Every could bed resource sort.,Accounts Receivable,Critical,P1,In Progress,2025-03-27,,Configuration,UI
D0619,Animal sit their page trial per test.,Inventory,Critical,P1,Open,2025-02-08,,Data Conversion,Technical
D0620,Agree we treatment likely live.,Procurement,Critical,P2,In Progress,2025-01-29,,Performance,UI
D0621,Cell power medical fine.,Procurement,Medium,P3,In Progress,2025-03-21,,Data Conversion,Technical
D0622,Professor shake color their environmental open hot.,Sales,High,P1,Reopened,2025-03-27,,Integration,UI
D0623,It hit happy city.,Accounts Receivable,Critical,P3,Reopened,2025-02-22,,Data Conversion,Functional
D0624,Example indeed modern view accept course.,HR,Medium,P1,In Progress,2025-03-25,,Data Conversion,Technical
D0625,Nearly reveal understand appear arrive assume.,Sales,High,P2,Open,2025-03-24,,Integration,Technical
D0626,Produce indicate government around detail idea.,Finance,Critical,P1,Reopened,2025-02-13,,Integration,Technical
D0627,Member everyone wall central evidence project.,Sales,Critical,P3,Reopened,2025-01-27,,Integration,Data
D0628,Seven man rise system focus.,Procurement,Low,P1,Closed,2025-01-16,2025-01-28,Security,UI
D0629,House according else.,Inventory,Low,P1,Reopened,2025-04-13,,Integration,Technical
D0630,Body consider learn concern.,HR,Critical,P2,In Progress,2025-03-01,,Configuration,Functional
D0631,Reason message plan so live.,Accounts Payable,Low,P1,Reopened,2025-04-07,,Integration,Functional
D0632,Represent consumer citizen education wall.,Accounts Receivable,Low,P1,In Progress,2025-01-25,,Data Conversion,Technical
D0633,During college finish modern article.,Finance,Critical,P3,Open,2025-03-26,,Performance,Functional
D0634,Both include card edge anyone.,Accounts Receivable,Critical,P2,Reopened,2025-01-28,,Security,Data
D0635,Course follow difficult protect down.,Finance,Medium,P3,Open,2025-03-10,,Data Conversion,Functional
D0636,Capital then heavy TV.,Procurement,Medium,P3,Reopened,2025-02-10,,Integration,Data
D0637,Cell spend contain maybe.,Accounts Receivable,Critical,P1,In Progress,2025-02-03,,Data Conversion,Functional
D0638,Fill western administration many.,Inventory,Low,P3,Open,2025-04-13,,Integration,Functional
D0639,Study member need.,HR,High,P2,Open,2025-04-13,,Security,Data
D0640,Director eye television continue executive new.,Accounts Receivable,Low,P2,In Progress,2025-03-09,,Performance,Functional
D0641,Happy wall name realize he nearly myself call.,HR,Medium,P2,Open,2025-01-17,,Security,UI
D0642,Between world low stand doctor.,Procurement,Medium,P2,Open,2025-01-16,,UI Gap,Technical
D0643,Few throw enough two assume mean herself.,HR,Critical,P2,In Progress,2025-02-05,,UI Gap,Functional
D0644,Beyond star father then understand.,Accounts Receivable,Medium,P3,Closed,2025-03-09,2025-03-21,Configuration,UI
D0645,Morning consumer main several.,Finance,High,P2,In Progress,2025-03-12,,Data Conversion,Functional
D0646,Investment tend they we.,Procurement,Low,P2,In Progress,2025-04-05,,Security,Functional
D0647,Method onto expert under Democrat seat.,Procurement,Low,P2,Reopened,2025-02-19,,Integration,UI
D0648,Up method affect edge according cause offer.,HR,Critical,P2,Open,2025-03-11,,Security,Data
D0649,Make establish compare trouble society ago ten.,Sales,Low,P3,Reopened,2025-03-31,,Security,Technical
D0650,Old value officer decide quickly age form partner.,Inventory,High,P3,In Progress,2025-02-16,,Data Conversion,Technical
D0651,Kid political poor reveal policy.,Sales,High,P1,Closed,2025-01-25,2025-02-22,Configuration,Data
D0652,Actually heart part tend politics find a.,Finance,Low,P2,Open,2025-03-02,,Data Conversion,Technical
D0653,Mention apply difficult audience adult part.,Sales,High,P3,In Progress,2025-01-25,,Performance,UI
D0654,Center machine Republican effect difference head father.,Finance,High,P2,In Progress,2025-01-30,,Integration,UI
D0655,Citizen provide expect.,Accounts Payable,Low,P1,In Progress,2025-04-08,,Integration,Functional
D0656,Fill measure tonight star.,Sales,Low,P2,Closed,2025-03-19,2025-04-10,Security,Functional
D0657,Worry require likely suffer little listen culture.,Accounts Receivable,High,P1,Closed,2025-03-08,2025-03-16,Performance,UI
D0658,Say his official group successful go.,Finance,Critical,P2,Closed,2025-03-24,2025-04-06,UI Gap,UI
D0659,But house attack choice someone public resource civil.,Sales,High,P2,Closed,2025-03-03,2025-04-11,Data Conversion,UI
D0660,Southern difference president seven me station management.,Accounts Payable,Low,P2,In Progress,2025-02-15,,Data Conversion,Data
D0661,Card lot while senior middle.,HR,Critical,P2,In Progress,2025-03-16,,Security,Functional
D0662,Other chance professor executive sell physical include.,Accounts Receivable,Medium,P2,In Progress,2025-01-26,,Performance,Technical
D0663,Appear director three become around program government.,Inventory,Low,P2,Open,2025-02-11,,Configuration,UI
D0664,Economic conference instead actually.,Sales,Low,P1,Open,2025-01-30,,Integration,Data
D0665,Federal push cover indeed.,Finance,Critical,P3,Reopened,2025-03-26,,Performance,UI
D0666,Adult piece everybody window face house.,Accounts Receivable,Low,P2,Closed,2025-04-12,2025-04-13,Integration,Technical
D0667,Year shake discover election live.,Finance,High,P3,Closed,2025-02-23,2025-03-16,Configuration,Technical
D0668,Already buy learn save experience store.,Finance,High,P2,Reopened,2025-02-12,,Data Conversion,Functional
D0669,Himself turn involve different.,Finance,Low,P2,In Progress,2025-02-01,,Integration,UI
D0670,Provide girl these product gas.,Accounts Payable,Medium,P1,Closed,2025-04-10,2025-04-12,Performance,Technical
D0671,Require admit former language.,Procurement,Low,P3,Open,2025-04-09,,Integration,Data
D0672,Guy seem responsibility energy.,HR,High,P2,Closed,2025-03-22,2025-04-11,Configuration,Functional
D0673,Why old social school.,HR,Low,P3,In Progress,2025-01-20,,Security,Data
D0674,Safe director perform build approach.,Procurement,Critical,P1,Open,2025-03-02,,Data Conversion,Data
D0675,Develop toward beyond.,Procurement,Low,P1,Closed,2025-04-02,2025-04-07,Performance,Technical
D0676,Economic dream eight everyone.,Procurement,Medium,P3,Open,2025-02-21,,Data Conversion,Data
D0677,Civil near past month.,Sales,Low,P3,Reopened,2025-01-27,,Security,Technical
D0678,Until power media physical home feeling.,Procurement,Critical,P2,Open,2025-02-08,,Security,Data
D0679,Green figure positive blood beat stock.,HR,Low,P3,In Progress,2025-03-28,,Security,UI
D0680,From interest magazine different how account.,Inventory,Medium,P2,In Progress,2025-02-16,,Security,Data
D0681,Evidence for onto theory teacher bit.,Inventory,Medium,P2,Closed,2025-03-20,2025-04-01,UI Gap,Data
D0682,Worker thank support history not force bad.,Sales,Medium,P3,Closed,2025-02-18,2025-03-09,Integration,UI
D0683,Remain case blue I wait ahead.,Accounts Payable,High,P2,In Progress,2025-04-04,,Integration,UI
D0684,Fire box church machine.,Inventory,Critical,P3,Reopened,2025-04-01,,Performance,Technical
D0685,Memory tax read society Republican.,Accounts Receivable,Critical,P1,Closed,2025-03-02,2025-04-03,Data Conversion,UI
D0686,Provide inside myself difference investment treat information.,Accounts Payable,High,P1,Reopened,2025-02-27,,Security,Data
D0687,Behavior boy at because.,Accounts Payable,Medium,P3,Closed,2025-01-24,2025-01-30,Configuration,Data
D0688,Country student different administration citizen six show information.,Finance,Medium,P3,In Progress,2025-03-30,,Integration,Functional
D0689,Necessary wear dark plant test change.,Finance,Medium,P3,Open,2025-02-01,,UI Gap,Technical
D0690,Role usually test then daughter fine.,Inventory,High,P3,In Progress,2025-01-31,,Configuration,Functional
D0691,Whole pass most indeed watch possible lose also.,Accounts Payable,High,P3,Closed,2025-02-03,2025-02-03,Performance,UI
D0692,Instead event cover occur.,HR,Medium,P1,Open,2025-03-05,,Data Conversion,Technical
D0693,Never difficult several.,Inventory,Low,P1,Open,2025-03-09,,Integration,Data
D0694,Fall concern buy environment everything.,Inventory,Medium,P3,Reopened,2025-03-16,,Integration,Technical
D0695,Save development where reason join without unit behavior.,Finance,Medium,P1,Closed,2025-04-14,2025-04-15,Performance,Data
D0696,Fill force sport mission actually tonight night environment.,HR,High,P3,Open,2025-02-12,,Data Conversion,UI
D0697,Down ready case after sense something.,Procurement,Low,P1,Open,2025-02-26,,Data Conversion,Technical
D0698,Attack clear we message season.,Accounts Payable,Low,P3,Open,2025-03-20,,Security,Technical
D0699,Space already might spend four responsibility would central.,Sales,Low,P3,Closed,2025-02-12,2025-02-14,Data Conversion,UI
D0700,Throughout threat view when.,Procurement,Medium,P1,Open,2025-01-22,,Integration,Functional
D0701,Lay scene policy loss eye power position economic.,HR,Medium,P2,Closed,2025-01-16,2025-03-25,Performance,Data
D0702,Travel else resource whole space.,Inventory,Critical,P1,In Progress,2025-03-05,,Data Conversion,Data
D0703,Around control personal stuff he.,Accounts Receivable,High,P2,Closed,2025-02-20,2025-02-23,Performance,Technical
D0704,Though right each growth.,Finance,Critical,P2,Closed,2025-04-05,2025-04-08,Data Conversion,Functional
D0705,Security figure cover mission.,Procurement,Medium,P2,In Progress,2025-03-20,,Integration,Functional
D0706,Both describe include.,Inventory,Critical,P2,Reopened,2025-04-02,,UI Gap,Functional
D0707,Nice heavy determine scientist second everybody.,HR,High,P1,Reopened,2025-04-08,,Integration,Functional
D0708,On hotel half remember network range.,Inventory,Critical,P2,Reopened,2025-01-16,,Data Conversion,Functional
D0709,Few whose population defense.,HR,Medium,P3,Open,2025-01-25,,Security,Functional
D0710,Or contain kitchen maybe describe.,Inventory,Medium,P2,Open,2025-02-04,,Data Conversion,Data
D0711,Against ball these car TV.,Sales,High,P2,Reopened,2025-03-25,,Configuration,UI
D0712,Event anything argue should.,Inventory,Low,P2,Open,2025-03-15,,Performance,Data
D0713,Trade data official spend rest.,Sales,Medium,P1,Open,2025-03-22,,UI Gap,Technical
D0714,Value take science pick can future weight.,Inventory,High,P2,In Progress,2025-02-16,,Integration,Data
D0715,Offer phone kind goal Congress themselves.,Accounts Payable,Low,P2,Open,2025-02-05,,Integration,Data
D0716,East pass image people security pass.,Accounts Payable,Low,P3,In Progress,2025-01-23,,Configuration,Technical
D0717,Three family value before around effort glass effect.,Finance,High,P3,Closed,2025-01-29,2025-04-09,Data Conversion,Data
D0718,Feeling some public.,Inventory,Critical,P2,Reopened,2025-03-07,,Configuration,Technical
D0719,Off old each debate large he.,Inventory,Medium,P3,Open,2025-01-29,,Configuration,Data
D0720,A year common relationship use campaign.,Sales,Critical,P2,Reopened,2025-03-25,,Integration,Technical
D0721,Movie woman individual list learn.,HR,High,P3,Closed,2025-02-10,2025-03-25,Configuration,Functional
D0722,Age candidate economic side performance interview summer.,HR,Critical,P3,Reopened,2025-02-11,,Configuration,UI
D0723,Community should garden system eight western road method.,HR,Low,P1,Closed,2025-01-25,2025-02-19,Integration,UI
D0724,Meet child evening.,Finance,Medium,P1,Reopened,2025-02-08,,Performance,Technical
D0725,Budget democratic learn manage sort.,Inventory,Low,P1,Open,2025-02-15,,UI Gap,Technical
D0726,Tell trial tend reveal check explain officer whether.,Finance,Medium,P3,In Progress,2025-03-30,,Integration,Technical
D0727,Idea policy soldier second.,Sales,Low,P1,Reopened,2025-01-25,,Performance,Technical
D0728,After leader important.,Finance,Medium,P1,Reopened,2025-03-10,,Performance,UI
D0729,Success majority could blue walk draw.,Procurement,Critical,P2,Closed,2025-02-13,2025-02-25,Integration,Data
D0730,Hard summer step require.,Inventory,High,P3,Closed,2025-01-25,2025-04-04,UI Gap,Functional
D0731,Outside behind make control growth bar choice.,Sales,Critical,P2,Closed,2025-04-09,2025-04-15,Performance,Technical
D0732,Board produce despite site arrive cut just.,Accounts Receivable,High,P1,In Progress,2025-02-07,,UI Gap,Functional
D0733,Make describe class or.,HR,High,P2,In Progress,2025-03-29,,Performance,Data
D0734,Member current cut pretty.,Finance,High,P3,In Progress,2025-04-11,,Security,Data
D0735,Government everything cultural ahead over.,Sales,High,P1,Reopened,2025-03-23,,UI Gap,Functional
D0736,Tree sometimes hear past benefit special give.,Sales,Medium,P2,Open,2025-03-13,,Security,Data
D0737,Tonight public agent follow.,Accounts Payable,Critical,P2,In Progress,2025-03-18,,Data Conversion,Functional
D0738,Think key across loss.,Sales,Critical,P1,Closed,2025-02-12,2025-04-13,Data Conversion,Data
D0739,Investment and rest if.,Accounts Payable,Low,P3,Reopened,2025-03-03,,Data Conversion,Technical
D0740,Allow could forward difference perform letter.,Accounts Payable,Medium,P1,In Progress,2025-03-10,,Integration,Functional
D0741,Model school move look true lead.,HR,Low,P1,Closed,2025-01-23,2025-02-26,Security,UI
D0742,Resource person establish either.,Accounts Payable,Low,P3,Open,2025-03-16,,UI Gap,Technical
D0743,Most usually age moment soldier technology.,Inventory,Medium,P3,Open,2025-04-02,,UI Gap,UI
D0744,North than one program system feel what.,HR,High,P3,Closed,2025-01-18,2025-02-19,Performance,Technical
D0745,Both might instead decide similar type central.,HR,Medium,P2,Reopened,2025-02-08,,Data Conversion,Functional
D0746,Unit foot finally ok knowledge in walk.,Finance,High,P2,Closed,2025-03-12,2025-03-29,Security,Functional
D0747,Method might and cover country.,Inventory,High,P1,In Progress,2025-04-04,,Security,Technical
D0748,Just hear also author size trouble.,Accounts Receivable,Medium,P3,Reopened,2025-03-23,,Data Conversion,Functional
D0749,Go interest do catch but hot as believe.,Accounts Receivable,High,P2,Open,2025-02-22,,Configuration,Functional
D0750,Assume clearly state trouble issue Mrs husband.,Accounts Payable,Low,P1,Reopened,2025-01-22,,Performance,Functional
D0751,Side spring deal service.,Finance,High,P1,Open,2025-01-20,,Performance,Functional
D0752,Skill person wall fall space.,Accounts Payable,Low,P1,In Progress,2025-01-18,,Security,Functional
D0753,Seven reduce could.,Accounts Payable,Medium,P1,In Progress,2025-02-02,,UI Gap,Data
D0754,Should once family condition charge inside money.,HR,High,P2,Closed,2025-04-10,2025-04-10,UI Gap,Data
D0755,Field for number start name.,HR,Medium,P1,In Progress,2025-03-03,,Configuration,UI
D0756,Cell community particular call.,Procurement,Medium,P3,Reopened,2025-03-22,,Security,Technical
D0757,Full couple play manager detail else.,Sales,Medium,P2,In Progress,2025-03-18,,Security,Functional
D0758,Begin participant carry value act final quite east.,Accounts Payable,Low,P2,Closed,2025-01-25,2025-02-24,Integration,UI
D0759,Discuss power majority career nearly child.,Accounts Receivable,Critical,P2,Closed,2025-03-11,2025-03-24,Data Conversion,Technical
D0760,Toward card control never between identify.,Finance,Medium,P3,Open,2025-03-05,,Integration,Technical
D0761,Piece lead alone plan here knowledge trouble.,Inventory,Critical,P3,Closed,2025-03-17,2025-04-05,Security,UI
D0762,Reason executive ten according particular investment offer.,Accounts Payable,Low,P2,Closed,2025-02-21,2025-03-16,UI Gap,Data
D0763,Government student maybe thought nice reveal serious.,Finance,Low,P3,Open,2025-02-26,,Integration,UI
D0764,Wait authority against improve.,Finance,Critical,P1,Closed,2025-04-11,2025-04-15,Configuration,Technical
D0765,Too meeting he know truth amount mean.,HR,Low,P3,In Progress,2025-02-24,,UI Gap,Technical
D0766,Require inside outside beautiful international not such.,Finance,Medium,P3,Closed,2025-02-02,2025-03-21,Data Conversion,Technical
D0767,Practice key glass hour forward serious space.,Finance,Low,P1,Open,2025-02-16,,Integration,Technical
D0768,Realize how summer war.,Accounts Receivable,High,P1,In Progress,2025-02-01,,Performance,Functional
D0769,Always strategy nice follow agency.,Inventory,Medium,P1,Reopened,2025-03-15,,Data Conversion,UI
D0770,Star people full Republican federal.,Finance,Medium,P3,Closed,2025-02-21,2025-04-09,Configuration,UI
D0771,Value attack attention free.,Accounts Receivable,Medium,P2,Open,2025-02-22,,Performance,Technical
D0772,Degree spend set floor note movement center mother.,Finance,Low,P3,Open,2025-01-23,,Data Conversion,Technical
D0773,Analysis bill special personal common seat lawyer.,Finance,Medium,P3,Closed,2025-01-23,2025-02-14,Configuration,Data
D0774,Pull memory hot future professional fine.,Procurement,Critical,P1,Reopened,2025-04-09,,UI Gap,Data
D0775,Water administration or get.,Inventory,Critical,P1,Closed,2025-03-15,2025-04-02,Data Conversion,Functional
D0776,Ever fine indeed loss section Mr key.,Accounts Receivable,Low,P1,Reopened,2025-03-14,,Data Conversion,UI
D0777,Young design yeah chance.,Sales,High,P3,Open,2025-02-12,,Data Conversion,UI
D0778,Imagine artist maybe approach hotel.,Sales,Low,P3,Closed,2025-04-03,2025-04-13,UI Gap,Functional
D0779,Actually several power structure agreement it.,Inventory,Low,P3,Reopened,2025-01-21,,Configuration,Technical
D0780,Sound short key next product positive.,Procurement,High,P1,Reopened,2025-04-06,,Integration,UI
D0781,Stuff pick beat open yard.,Finance,High,P2,Reopened,2025-03-17,,Integration,Technical
D0782,Bit popular player project senior well direction.,Inventory,Critical,P1,Closed,2025-02-06,2025-03-27,Data Conversion,Data
D0783,Form woman ever meet community rule environmental picture.,Accounts Receivable,Low,P1,In Progress,2025-03-28,,Performance,UI
D0784,Appear whom before thousand.,Finance,Low,P2,In Progress,2025-01-27,,Data Conversion,UI
D0785,Free candidate gas like guy skill movement.,Sales,High,P1,Closed,2025-04-07,2025-04-07,Performance,Technical
D0786,Unit interview speak left.,Finance,Critical,P1,Open,2025-03-28,,UI Gap,UI
D0787,Easy science question wonder brother deal.,Accounts Payable,Critical,P2,Reopened,2025-02-09,,Security,Functional
D0788,Real TV deep other soldier a involve.,Inventory,Critical,P1,Open,2025-02-26,,Security,Data
D0789,Front specific charge magazine former can kitchen.,Accounts Payable,Medium,P1,In Progress,2025-02-20,,Performance,Data
D0790,Leg these green box.,Sales,Low,P1,Closed,2025-02-11,2025-02-26,Security,Data
D0791,Eight yeah certain let personal itself send.,Accounts Receivable,Medium,P3,Open,2025-01-31,,Security,Functional
D0792,Issue crime center likely pay field consider.,Inventory,Low,P1,Reopened,2025-03-12,,Data Conversion,Technical
D0793,Especially treatment PM affect.,HR,High,P2,In Progress,2025-04-03,,Integration,UI
D0794,Player together family of up identify interesting.,Accounts Receivable,Critical,P2,In Progress,2025-03-24,,Configuration,Functional
D0795,Republican cultural research girl stock whatever.,Procurement,Medium,P1,Open,2025-01-30,,Security,Functional
D0796,Arrive item look challenge base first.,Accounts Payable,Critical,P2,In Progress,2025-04-04,,Configuration,Data
D0797,Special painting east memory region customer material.,Sales,Low,P2,Open,2025-03-14,,Integration,Functional
D0798,Notice local a nice always.,HR,Critical,P1,Open,2025-01-23,,UI Gap,UI
D0799,Student can pattern area speak style quite.,Accounts Payable,Critical,P2,Closed,2025-03-07,2025-03-18,Data Conversion,Technical
D0800,Worry knowledge coach long professor.,Inventory,Critical,P3,Closed,2025-03-02,2025-03-26,Integration,UI
D0801,Law among save others establish full.,Procurement,Low,P3,Reopened,2025-02-14,,Integration,UI
D0802,Too president throughout system.,Procurement,Medium,P2,Open,2025-02-05,,Data Conversion,Data
D0803,May back miss total tough call analysis.,HR,Critical,P1,Closed,2025-04-15,2025-04-15,Security,Technical
D0804,Oil senior could would heart scientist media.,Accounts Payable,Critical,P3,Reopened,2025-04-01,,Configuration,Functional
D0805,Form later nice.,Finance,Critical,P1,Open,2025-01-21,,Data Conversion,UI
D0806,Hear by draw training include marriage.,Procurement,Critical,P2,In Progress,2025-03-25,,Configuration,Data
D0807,Away help push evidence.,Sales,Medium,P3,Closed,2025-01-18,2025-03-22,Integration,Data
D0808,Hundred unit cover well finally take worker manager.,Accounts Payable,Low,P3,Closed,2025-02-06,2025-04-07,Integration,Functional
D0809,Future culture man every.,Sales,High,P3,Open,2025-04-02,,Integration,Technical
D0810,Safe range production about fund.,HR,Low,P2,In Progress,2025-03-17,,UI Gap,Data
D0811,Sometimes resource through night nor different new.,Inventory,Critical,P3,Open,2025-01-17,,Integration,Data
D0812,Among wind friend improve theory stuff knowledge.,HR,Low,P3,In Progress,2025-03-05,,Performance,UI
D0813,Wall respond citizen young on short live.,Procurement,Critical,P3,In Progress,2025-02-19,,UI Gap,Data
D0814,Toward community hit position small environment arrive.,HR,Low,P2,Closed,2025-02-01,2025-04-03,UI Gap,Technical
D0815,Together fly woman through.,Finance,Medium,P2,In Progress,2025-04-11,,UI Gap,Functional
D0816,Network among among nation manage.,Procurement,Low,P1,In Progress,2025-01-31,,Security,Data
D0817,Explain attack morning test.,Sales,Low,P1,Reopened,2025-03-24,,Integration,Technical
D0818,Eat audience mean despite indicate.,Inventory,Critical,P2,Reopened,2025-01-20,,Data Conversion,Data
D0819,No four present major worker try she.,Procurement,Critical,P2,In Progress,2025-04-01,,Integration,Functional
D0820,Under raise now manage.,HR,Critical,P3,Reopened,2025-02-04,,Data Conversion,Data
D0821,Produce big across over to risk personal.,Procurement,Critical,P1,Closed,2025-02-18,2025-03-31,Performance,Functional
D0822,Ahead life continue we technology.,Finance,Medium,P3,Closed,2025-01-24,2025-03-12,Configuration,Data
D0823,Break Republican for model fight.,Accounts Payable,Low,P3,Closed,2025-03-28,2025-04-08,Configuration,Functional
D0824,Imagine as father.,HR,High,P2,Closed,2025-02-27,2025-04-15,Integration,Data
D0825,Product box woman central thing door.,Inventory,High,P3,Closed,2025-04-09,2025-04-14,Performance,UI
D0826,Yard thousand throw baby small ahead.,Accounts Receivable,Medium,P1,In Progress,2025-03-25,,Data Conversion,Data
D0827,Style usually heavy fill keep.,Sales,Low,P2,Closed,2025-02-24,2025-03-01,Configuration,Technical
D0828,Party investment value approach few child.,Procurement,Low,P3,In Progress,2025-01-16,,UI Gap,Data
D0829,General poor perhaps own drop.,Accounts Payable,Medium,P1,Closed,2025-04-05,2025-04-08,UI Gap,UI
D0830,Agent actually example deep.,Accounts Payable,High,P1,In Progress,2025-03-31,,UI Gap,Functional
D0831,Over phone she top cost.,Accounts Receivable,High,P3,Closed,2025-02-06,2025-02-11,Performance,Functional
D0832,Various add history very person lose.,Procurement,Medium,P1,Reopened,2025-04-14,,Configuration,UI
D0833,Assume stay guy make figure day.,Inventory,Critical,P3,In Progress,2025-02-23,,Integration,Functional
D0834,Need former indeed ago social of.,Accounts Payable,High,P3,Closed,2025-01-18,2025-01-24,Data Conversion,Functional
D0835,Environmental employee plant baby treat arrive door.,Sales,Critical,P3,In Progress,2025-01-28,,Security,UI
